Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
701,87207031250 64510 0 Piket 1490,59 <Интегр-Навиг> 62,7766 0,182115 -1,00187 -2,67792 1,59101 0 55,76386342775 37,72247898913 161,28462219238 -1,00212 8,92497 2,10216
51,42250442505 584387 -1,62386 <_____> 1514,43 <Интегр-Навиг> 45,9709 -0,182338 -0,131607 -3,9978 3,8365 0 55,75890762668 37,72785231804 165,72558593750 -0,147082 9,34823 -0,692938
50,97142791748 584676 -3,24774 <_____> 1514,63 <Интегр-Навиг> 45,9654 -0,162271 -0,11955 -4,10657 3,8959 0 55,75890408389 37,72785674558 165,71757507324 -0,444459 9,68013 0,723675
50,52035522461 584959 -1,62388 <_____> 1514,63 <Интегр-Навиг> 45,9528 0,0530197 -0,0319065 -4,0053 3,96414 0 55,75890113154 37,72786172043 165,71597290039 2,87454 9,54407 -1,21943
50,06928253174 585240 -1,62388 <_____> 1514,83 <Интегр-Навиг> 46,0359 -0,0743557 -0,0465603 -4,17763 3,96991 0 55,75889821583 37,72786660913 165,71490478516 0,455434 9,80504 0,16189
49,61820602417 585517 -3,24772 <_____> 1514,83 <Интегр-Навиг> 46,068 -0,116322 0,0088906 -4,26367 4,01805 0 55,75889520114 37,72787188932 165,72134399414 -0,252676 10,3305 1,16982
49,16712951660 585791 -1,62388 Piket 1514,83 <Интегр-Навиг> 46,1228 -0,1468 0,0224228 -4,29831 4,04742 0 55,75889221175 37,72787690921 165,71987915039 -1,13736 10,3572 -0,546932
48,71605682373 586065 -1,62388 <_____> 1515,03 <Интегр-Навиг> 46,0949 -0,109747 0,0698722 -4,23193 4,0259 0 55,75888929904 37,72788179742 165,71804809570 0,432802 9,74098 0,89977
48,26498413086 586344 -3,24774 <_____> 1515,24 <Интегр-Навиг> 46,0501 -0,00695002 0,0385991 -4,15613 3,91585 0 55,75888643566 37,72788660615 165,71574401855 -0,96613 8,21285 1,13498
47,81390762329 586632 -1,62386 <_____> 1515,24 <Интегр-Навиг> 46,0457 -0,00603103 0,109402 -4,02008 3,83251 0 55,75888367724 37,72789143644 165,70188903809 0,600816 10,0574 -1,06788
47,36283111572 586921 -1,62388 <_____> 1515,03 <Интегр-Навиг> 46,0742 0,0580639 0,116332 -4,09192 3,8635 0 55,75888079070 37,72789628231 165,69903564453 1,1456 10,0776 1,03847
46,91175842285 587207 -1,62388 <_____> 1514,63 <Интегр-Навиг> 46,0921 0,0167667 0,115474 -4,08299 3,85461 0 55,75887786912 37,72790119076 165,69599914551 0,468392 10,2219 -1,21058
46,46068572998 587496 -3,24774 <_____> 1514,23 <Интегр-Навиг> 46,1176 0,0360962 0,123925 -4,07289 3,84603 0 55,75887496656 37,72790605534 165,68069458008 -0,456463 10,1955 0,94259
46,00960922241 587785 -1,62386 <_____> 1514,23 <Интегр-Навиг> 46,1588 0,00202641 0,124029 -4,02743 3,81328 0 55,75887215380 37,72791159015 165,67730712891 -0,192715 11,1075 -0,550204
45,55853271484 588082 -1,62388 <_____> 1514,63 <Интегр-Навиг> 46,1287 0,0665682 0,0951209 -3,90789 3,6182 0 55,75886925894 37,72791644018 165,67459106445 -1,21551 5,15756 -0,191958
45,10746002197 588395 -1,62388 <_____> 1515,03 <Интегр-Навиг> 46,1437 -0,0333016 0,180399 -3,57849 3,37638 0 55,75886633105 37,72792133834 165,67085266113 0,475381 10,7456 -1,47849
44,65638732910 588733 -3,24774 <_____> 1515,44 <Интегр-Навиг> 46,1229 -0,0763011 0,214519 -3,32129 3,13521 0 55,75886359367 37,72792523928 165,67897033691 0,773782 9,93298 -1,06521
44,20531082153 589097 -1,62386 <_____> 1515,84 <Интегр-Навиг> 46,0959 0,0173371 0,23632 -3,19701 3,01374 0 55,75886070104 37,72793007514 165,67541503906 -0,360117 9,20257 0,799495
43,75423431396 589462 -1,62388 <_____> 1515,44 <Интегр-Навиг> 46,0943 -0,0487768 0,247824 -3,18338 2,98942 0 55,75885777837 37,72793496182 165,70860290527 -0,825389 9,47634 -0,331971
43,30316162109 589834 -1,62388 <_____> 1515,03 <Интегр-Навиг> 46,109 -0,0746451 0,291007 -3,14438 2,96602 0 55,75885481343 37,72794044960 165,70610046387 0,242847 10,2782 -0,119405
42,85208892822 590205 -1,62386 <_____> 1514,83 <Интегр-Навиг> 46,1165 -0,0497401 0,268763 -3,10496 2,94822 0 55,75885187612 37,72794536098 165,70362854004 0,337863 11,6762 -0,55074
42,40101242065 590585 -1,62386 <_____> 1514,43 <Интегр-Навиг> 46,1359 -0,123034 0,316335 -3,04133 2,87694 0 55,75884891360 37,72795150356 165,76115417480 1,53738 10,4377 -0,814891
41,94993591309 590966 -1,62388 <_____> 1514,43 <Интегр-Навиг> 46,1518 -0,107935 0,315302 -3,12872 2,94087 0 55,75884601461 37,72795634757 165,76010131836 -1,66334 8,66992 -0,0452173
41,49886322021 591327 -1,62388 <_____> 1514,23 <Интегр-Навиг> 46,166 -0,184267 0,323418 -3,28863 3,10087 0 55,75884310593 37,72796121362 165,75929260254 0,174306 10,3291 -0,975722
41,04779052734 591685 -1,62386 <_____> 1513,82 <Интегр-Навиг> 46,1306 -0,118796 0,330663 -3,26368 3,09222 0 55,75883986984 37,72796661812 165,81632995605 0,444509 10,3474 -0,611567
40,59671401978 592040 -1,62386 <_____> 1513,82 <Интегр-Навиг> 46,0916 -0,116886 0,328778 -3,29051 3,11885 0 55,75883697555 37,72797146776 165,81646728516 -0,46515 9,34306 0,490913
40,14563751221 592395 -3,24774 <_____> 1513,62 <Интегр-Навиг> 46,0635 -0,0963263 0,340103 -3,29866 3,09061 0 55,75883407002 37,72797633580 165,81658935547 0,19789 8,74798 -0,0311884
39,69456481934 592758 -1,62388 <_____> 1513,62 <Интегр-Навиг> 46,091 -0,150007 0,335975 -3,14887 2,9886 0 55,75883156256 37,72798099909 165,84646606445 0,570137 10,3238 -0,954663
39,24349212646 593130 -1,62386 <_____> 1513,82 <Интегр-Навиг> 46,1035 -0,111718 0,342061 -3,1245 2,95229 0 55,75882869587 37,72798580582 165,84719848633 0,242944 10,2493 -0,229097
38,79241561890 593504 -1,62386 Piket 1514,43 <Интегр-Навиг> 46,1025 -0,17308 0,345429 -3,12724 2,94405 0 55,75882611041 37,72799200904 165,88053894043 -0,774582 9,23599 0,478053
38,34133911133 593882 -1,62388 <_____> 1514,83 <Интегр-Навиг> 46,0611 -0,135104 0,362859 -3,07508 2,92227 0 55,75882323817 37,72799683848 165,88226318359 1,11622 10,5593 0,0524777
37,89026641846 594252 -1,62388 <_____> 1515,64 <Интегр-Навиг> 45,968 -0,0573539 0,34707 -3,24271 3,0629 0 55,75882032085 37,72800175834 165,88397216797 -0,139727 9,71158 0,752809
37,43919372559 594604 -1,62386 <_____> 1516,45 <Интегр-Навиг> 45,8886 -0,192036 0,393233 -3,33987 3,18279 0 55,75881710304 37,72800779391 165,91496276855 -0,579777 8,74225 0,818272
36,98811721802 594958 -1,62386 <_____> 1516,65 <Интегр-Навиг> 45,9336 -0,221872 0,364811 -3,28608 3,11674 0 55,75881424029 37,72801262922 165,91807556152 -0,178214 10,2262 0,316465
36,53704071045 595312 -1,62388 <_____> 1516,85 <Интегр-Навиг> 46,1325 -0,406055 0,36596 -3,27843 3,10871 0 55,75881128734 37,72801759392 165,92086791992 0,38891 10,7246 -0,332717
36,08596801758 595671 -1,62388 <_____> 1517,05 <Интегр-Навиг> 46,3078 -0,347612 0,335832 -3,23853 3,09013 0 55,75880850952 37,72802410450 165,96063232422 -0,926787 10,1336 2,42835
35,63489532471 596028 -3,24774 <_____> 1517,05 <Интегр-Навиг> 46,2181 -0,307454 0,291466 -3,24331 3,07805 0 55,75880563588 37,72802892449 165,96478271484 0,406751 10,0415 -0,722941
35,18381881714 596387 -1,62386 <_____> 1517,05 <Интегр-Навиг> 46,1608 -0,257762 0,264018 -3,31448 3,13979 0 55,75880271573 37,72803383240 165,96852111816 -0,283911 9,58401 0,529156
34,73274230957 596730 -1,62388 <_____> 1517,05 <Интегр-Навиг> 46,1276 -0,1874 0,234331 -3,48678 3,30902 0 55,75879987617 37,72803881434 166,04844665527 -0,0687886 9,87138 -0,719128
34,28166961670 597064 -1,62388 <_____> 1517,05 <Интегр-Навиг> 46,1326 -0,213229 0,23398 -3,48162 3,30848 0 55,75879696263 37,72804372102 166,05293273926 0,197467 10,1067 -0,370929
33,83059692383 597403 -1,62386 <_____> 1517,05 <Интегр-Навиг> 46,1361 -0,061616 0,229827 -3,44029 3,26395 0 55,75879404162 37,72804864906 166,05708312988 -0,0827999 9,76709 0,980298
33,37952041626 597742 -1,62386 <_____> 1517,05 <Интегр-Навиг> 46,1051 -0,117515 0,235806 -3,43094 3,25338 0 55,75879105090 37,72805366552 166,14533996582 -0,406106 9,1729 0,280627
32,92844390869 598085 -1,62388 <_____> 1517,05 <Интегр-Навиг> 46,1149 -0,0690163 0,221091 -3,37868 3,20734 0 55,75878810698 37,72805862907 166,15077209473 -0,713682 8,82677 -0,301234
32,47737121582 598429 -1,62388 <_____> 1517,05 <Интегр-Навиг> 46,1177 -0,0866342 0,207797 -3,43585 3,26047 0 55,75878522631 37,72806348860 166,15599060059 -0,205655 10,2132 0,0442779
32,02629852295 598768 -3,24774 <_____> 1517,05 <Интегр-Навиг> 46,1615 -0,109451 0,206801 -3,46303 3,27567 0 55,75878267934 37,72806806873 166,21447753906 -0,172395 9,34991 0,723443
31,57522201538 599103 -1,62386 <_____> 1517,05 <Интегр-Навиг> 46,1615 -0,118788 0,200957 -3,48581 3,31518 0 55,75877978192 37,72807295270 166,22076416016 0,369517 10,5582 -1,11886
31,12414741516 599438 -1,62388 <_____> 1517,86 <Интегр-Навиг> 46,1523 -0,148014 0,192842 -3,44391 3,26689 0 55,75877683915 37,72807791767 166,22735595703 0,160395 9,87123 -0,639635
30,67307281494 599780 -1,62387 <_____> 1519,28 <Интегр-Навиг> 46,1216 -0,157903 0,185284 -3,40552 3,24015 0 55,75877355120 37,72808180944 166,27490234375 0,102253 10,2203 -0,0765624
30,22199821472 600118 -1,62387 <_____> 1519,48 <Интегр-Навиг> 46,1048 -0,250681 0,179108 -3,46008 3,28697 0 55,75877069228 37,72808662756 166,28256225586 0,0703596 10,0522 -0,799085
29,77092361450 600456 -1,62387 <_____> 1519,88 <Интегр-Навиг> 46,0935 -0,253831 0,15611 -3,4168 3,24164 0 55,75876776848 37,72809155217 166,29045104980 0,374368 10,1598 -0,926112
29,31984901428 600801 -3,24774 <_____> 1520,49 <Интегр-Навиг> 46,0427 -0,302093 0,12532 -3,30814 3,17281 0 55,75876510929 37,72809665168 166,33134460449 0,190042 10,5019 -0,250373
28,86877441406 601154 -1,62387 Piket 1520,49 <Интегр-Навиг> 46,005 -0,27669 0,114852 -3,29952 3,13708 0 55,75876220186 37,72810156445 166,34014892578 0,184287 9,83507 0,848182
28,41769981384 601508 -1,62387 <_____> 1520,49 <Интегр-Навиг> 45,9917 -0,0822304 0,115109 -3,26641 3,11641 0 55,75875930548 37,72810644825 166,35174560547 -0,396504 9,75268 -0,402029
27,96662521362 601858 -1,62387 <_____> 1519,88 <Интегр-Навиг> 46,0591 -0,0730582 0,128718 -3,37378 3,15272 0 55,75875604971 37,72811135150 166,36022949219 -0,510908 9,99036 -1,03711
27,51555061340 602211 -1,62387 <_____> 1518,27 <Интегр-Навиг> 46,1124 -0,00813782 0,190798 -3,32316 3,15022 0 55,75875313916 37,72811626469 166,36790466309 0,45836 10,3577 -0,364199
27,06447601318 602558 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,1355 0,00803917 0,239554 -3,36838 3,18881 0 55,75874992863 37,72812203065 166,36042785645 -0,491695 9,28375 1,03208
26,61340141296 602903 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,1758 -0,00402055 0,29251 -3,39818 3,22835 0 55,75874706214 37,72812684420 166,36766052246 0,421042 10,2727 -0,123714
26,16232681274 603240 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,1882 0,0051827 0,332941 -3,52097 3,32198 0 55,75874413463 37,72813176197 166,37490844727 0,0428292 10,1027 0,20983
25,71125221252 603568 -3,24774 <_____> 1517,05 <Интегр-Навиг> 46,1563 0,0147127 0,371607 -3,5981 3,41026 0 55,75874045296 37,72813687138 166,36308288574 -0,144121 9,62985 -0,111992
25,26017761230 603890 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,1204 -0,0845929 0,402913 -3,62631 3,42857 0 55,75873756401 37,72814172634 166,37002563477 0,15475 10,1062 0,0467901
24,80910301208 604212 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,1006 -0,165028 0,409354 -3,61329 3,43845 0 55,75873461168 37,72814669412 166,37728881836 0,0665153 10,4771 -0,828226
24,35802841187 604534 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0792 -0,217747 0,400849 -3,60704 3,43818 0 55,75873173452 37,72815154271 166,34358215332 -0,310977 8,73964 1,33002
23,90695381165 604854 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0784 -0,274159 0,385962 -3,62313 3,45541 0 55,75872874994 37,72815715772 166,35075378418 0,208172 10,0592 -1,19385
23,45587921143 605176 -3,24774 <_____> 1517,05 <Интегр-Навиг> 46,0651 -0,338786 0,343711 -3,61123 3,44618 0 55,75872586317 37,72816202891 166,35801696777 -0,0481156 9,66936 0,745045
23,00480461121 605498 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0535 -0,331562 0,309133 -3,5942 3,43028 0 55,75872292447 37,72816699228 166,30119323730 0,543032 10,2693 0,405148
22,55373001099 605822 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0332 -0,321757 0,260736 -3,5856 3,41843 0 55,75871978971 37,72817316620 166,30770874023 -0,00129454 10,3261 -0,820128
22,10265541077 606145 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0385 -0,321785 0,224362 -3,56417 3,40774 0 55,75871686334 37,72817811153 166,31449890137 -0,180034 10,0268 -1,00475
21,65158081055 606470 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0575 -0,337122 0,192923 -3,57272 3,40598 0 55,75871400582 37,72818293992 166,32118225098 0,19422 9,1961 0,624625
21,20050621033 606796 -3,24774 <_____> 1517,05 <Интегр-Навиг> 46,0575 -0,301189 0,159102 -3,55422 3,38997 0 55,75871089638 37,72818889733 166,24174499512 0,100354 10,4256 -0,606094
20,74943161011 607119 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0535 -0,310018 0,125728 -3,66108 3,47873 0 55,75870795810 37,72819386301 166,24729919434 0,091362 10,2266 -0,994006
20,29835700989 607436 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0588 -0,355126 0,0913123 -3,68064 3,50744 0 55,75870508997 37,72819870959 166,25247192383 0,290159 9,56525 1,45266
19,84728240967 607752 -1,62387 <_____> 1517,05 <Интегр-Навиг> 46,0729 -0,335431 0,0600081 -3,67032 3,49784 0 55,75870230117 37,72820533257 166,16488647461 -0,504086 8,85599 1,61237
19,39620780945 608074 -1,62387 <_____> 1518,07 <Интегр-Навиг> 46,066 -0,340999 0,0362007 -3,55135 3,39109 0 55,75869942047 37,72821020703 166,16838073730 -0,101443 9,87563 -1,07169
18,94513320923 608408 -3,24774 Piket 1519,48 <Интегр-Навиг> 46,0549 -0,298622 0,00137354 -3,40603 3,25302 0 55,75869652812 37,72821510969 166,17173767090 0,191075 10,4019 -0,504254
18,49405860901 608754 -1,62387 <_____> 1520,09 <Интегр-Навиг> 46,0039 -0,267257 -0,0321925 -3,31761 3,17195 0 55,75869390980 37,72821867506 166,08882141113 0,0318955 9,95181 0,734092
18,04298400879 609105 -1,62387 <_____> 1520,49 <Интегр-Навиг> 45,9793 -0,24067 -0,0622592 -3,29104 3,14425 0 55,75869100452 37,72822359474 166,09056091309 -0,490782 9,52759 1,02961
17,59190940857 609454 -1,62387 <_____> 1520,49 <Интегр-Навиг> 45,9566 -0,186203 -0,0775415 -3,36171 3,20581 0 55,75868814426 37,72822844325 166,09230041504 0,072445 10,0991 -0,471542
17,14083480835 609798 -1,62387 <_____> 1519,88 <Интегр-Навиг> 46,0007 -0,306924 -0,0780747 -3,35875 3,19437 0 55,75868490974 37,72823379604 165,99505615234 0,149607 10,3458 -0,940818
16,68976020813 610146 -1,62387 <_____> 1519,68 <Интегр-Навиг> 46,0496 -0,217866 -0,0752131 -3,31876 3,15183 0 55,75868202789 37,72823866818 165,99504089355 -0,291836 9,67594 0,804755
16,23868560791 610500 -1,62387 <_____> 1519,88 <Интегр-Навиг> 46,0775 -0,207335 -0,0656046 -3,28522 3,11733 0 55,75867876880 37,72824348562 165,92665100098 0,117634 10,0275 -0,530824
15,78761100769 610849 -1,62387 <_____> 1520,69 <Интегр-Навиг> 46,0796 -0,156715 -0,041172 -3,34737 3,18151 0 55,75867588695 37,72824833765 165,92521667480 0,095034 10,1087 0,292315
15,33653640747 611200 -3,24774 <_____> 1521,1 <Интегр-Навиг> 46,0728 -0,258862 -0,0417864 -3,29614 3,12463 0 55,75867296791 37,72825325849 165,92340087891 -0,0295432 9,90489 0,327801
14,88546180725 611556 -1,62387 <_____> 1521,3 <Интегр-Навиг> 46,0567 -0,15542 -0,0232518 -3,21523 3,07359 0 55,75867017473 37,72825824712 165,87648010254 -0,0412606 9,84898 -0,489475
14,43438720703 611911 -1,62387 <_____> 1521,3 <Интегр-Навиг> 46,0652 -0,213205 -0,0377689 -3,28853 3,12476 0 55,75866724953 37,72826317794 165,87393188477 -0,161669 9,44488 -0,142123
13,98331260681 612272 -1,62387 <_____> 1521,1 <Интегр-Навиг> 46,1055 -0,367457 -0,0255312 -3,01807 2,88776 0 55,75866436266 37,72826804643 165,87124633789 1,11167 10,3628 -0,901358
13,53223800659 612723 -1,62387 <_____> 1520,49 <Интегр-Навиг> 46,0855 -0,394723 -0,0359953 -2,09822 1,97558 0 55,75866113001 37,72827267642 165,83084106445 0,809416 10,5524 -2,0052
13,08116340637 613358 0 <_____> 1519,68 <Интегр-Навиг> 46,0766 -0,13519 -0,045847 -1,75551 1,65314 0 55,75865822136 37,72827752063 165,82341003418 0,0202234 10,4367 -0,685636
12,63008880615 614023 -1,62387 <_____> 1519,48 <Интегр-Навиг> 46,0865 -0,180409 -0,0600033 -1,68414 1,57208 0 55,75865505358 37,72828179967 165,82899475098 -0,0605148 9,50033 -0,00654813
12,17901420593 614651 0 <_____> 1519,28 <Интегр-Навиг> 46,1526 -0,0991745 -0,108111 -2,10552 1,96831 0 55,75865234320 37,72828661217 165,84271240234 0,755476 10,4713 -0,831136
11,72793960571 615177 -1,62387 <_____> 1518,67 <Интегр-Навиг> 46,1963 -0,27065 -0,112529 -2,2194 2,12473 0 55,75864945778 37,72829142816 165,83818054199 0,709746 10,899 1,11153
11,27686500549 615694 0 <_____> 1518,67 <Интегр-Навиг> 46,2057 -0,29531 -0,150744 -2,34072 2,18295 0 55,75864661064 37,72829659337 165,83311462402 -1,4354 8,8846 1,35803
10,82579040527 616158 -1,62387 <_____> 1518,67 <Интегр-Навиг> 46,1864 -0,333457 -0,187452 -2,55509 2,41508 0 55,75864370824 37,72830142548 165,83000183105 -0,0091542 10,1768 -1,64045
10,37471580505 616609 -1,62387 <_____> 1519,08 <Интегр-Навиг> 46,1933 -0,307835 -0,210217 -2,57048 2,40428 0 55,75864094744 37,72830600499 165,81288146973 -0,802297 8,53257 1,68791
9,92364120483 617038 -1,62387 <_____> 1519,28 <Интегр-Навиг> 46,179 -0,296042 -0,239523 -2,85285 2,67346 0 55,75863804769 37,72831085354 165,81011962891 -1,85923 8,56662 -0,336254
9,47256660461 617427 -1,62387 <_____> 1519,48 <Интегр-Навиг> 46,1661 -0,342637 -0,247262 -3,05726 2,89143 0 55,75863517757 37,72831565405 165,80789184570 1,37653 10,7002 -0,332679
9,02149200439 617801 -1,62387 Piket 1519,68 <Интегр-Навиг> 46,1852 -0,33896 -0,261681 -3,11715 2,91671 0 55,75863272979 37,72832028232 165,76982116699 -0,906203 8,80265 0,76433
8,57041740417 618172 -1,62387 <_____> 1519,48 <Интегр-Навиг> 46,2424 -0,360761 -0,261195 -3,1084 2,92469 0 55,75862983235 37,72832512701 165,76716613770 -0,457285 9,50417 -0,250311
8,11934280396 618549 -1,62387 <_____> 1519,48 <Интегр-Навиг> 46,3027 -0,343682 -0,260295 -3,01671 2,84227 0 55,75862731390 37,72832984260 165,71902465820 0,817703 10,4834 -0,411676
7,66826820374 618941 -1,62387 <_____> 1519,68 <Интегр-Навиг> 46,346 -0,342617 -0,261697 -2,90419 2,71179 0 55,75862441341 37,72833467537 165,71501159668 0,765128 10,0321 0,715035
7,21719360352 619343 -1,62387 <_____> 1519,68 <Интегр-Навиг> 46,3468 -0,316913 -0,266731 -2,88208 2,69644 0 55,75862154359 37,72833945372 165,71072387695 -1,8452 8,87078 -0,829304
6,76611900330 619742 -1,62387 <_____> 1520,09 <Интегр-Навиг> 46,2076 -0,293818 -0,266833 -2,9072 2,77724 0 55,75861905078 37,72834400835 165,65396118164 0,668043 10,5089 -0,410067
6,31504440308 620128 -1,62387 <_____> 1520,49 <Интегр-Навиг> 46,0785 -0,292269 -0,257445 -3,00006 2,87409 0 55,75861617813 37,72834881835 165,64859008789 0,0958072 9,49552 0,257334
5,86396980286 620520 -1,62387 <_____> 1520,69 <Интегр-Навиг> 45,9634 -0,219981 -0,242944 -2,90729 2,7273 0 55,75861330045 37,72835364070 165,59692382813 0,610558 9,25428 1,56551
5,41289520264 620911 -1,62387 <_____> 1520,49 <Интегр-Навиг> 45,9467 -0,265222 -0,210817 -2,99749 2,86281 0 55,75861060340 37,72835877049 165,59086608887 1,3901 10,9284 -0,780565
4,96182060242 621298 -1,62387 <_____> 1520,49 <Интегр-Навиг> 45,9569 -0,404927 -0,145934 -2,85255 2,71962 0 55,75860769462 37,72836366253 165,58512878418 -0,0945712 10,3337 -0,987793
