Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
-623,83618164063 88684 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8633 0,0938361 -1,68272 -2,8766 1,72804 0 55,76337514718 37,72296230513 166,54742431641 -0,819123 9,05722 1,4614
-624,28723144531 89155 -1,624 Piket 1510,39 <Интегр-Навиг> 61,8569 0,103784 -1,66884 -2,80834 1,68711 0 55,76337180533 37,72296589070 166,54472351074 -1,75684 9,12864 0,972866
-624,73834228516 89628 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,9066 0,0509123 -1,64395 -2,80255 1,68849 0 55,76336783280 37,72296850368 166,69224548340 -0,366512 9,73419 -0,920353
-625,18939208984 90104 0 <_____> 1510,19 <Интегр-Навиг> 61,9026 0,0672247 -1,62222 -2,79958 1,6887 0 55,76336452554 37,72297205228 166,69340515137 0,295602 9,50317 0,952861
-625,64044189453 90577 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,9125 0,0465964 -1,6224 -2,85494 1,71475 0 55,76336092084 37,72297429582 166,82965087891 -1,16163 8,90857 0,961113
-626,09155273438 91039 -1,62378 <_____> 1509,98 <Интегр-Навиг> 61,9291 0,0168396 -1,61428 -2,88271 1,73703 0 55,76335761431 37,72297782169 166,83468627930 0,323344 10,8832 -1,07308
-626,54260253906 91507 -1,624 <_____> 1510,19 <Интегр-Навиг> 61,9572 0,0130004 -1,6039 -2,8808 1,73322 0 55,76335404517 37,72298069818 166,96817016602 0,277563 10,2898 -0,631776
-626,99371337891 91966 -1,62378 <_____> 1510,39 <Интегр-Навиг> 61,9069 0,052312 -1,57342 -2,91926 1,78564 0 55,76335071301 37,72298425623 166,97657775879 0,0893914 9,904 1,23998
-627,44476318359 92432 0 <_____> 1510,59 <Интегр-Навиг> 61,8708 -0,0919505 -1,56864 -2,80566 1,71319 0 55,76334683977 37,72298922172 167,11929321289 0,184026 10,5473 -1,36916
-627,89587402344 92905 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,836 -0,254778 -1,55545 -2,80429 1,71032 0 55,76334351882 37,72299279564 167,13330078125 0,495541 9,98749 0,970306
-628,34692382813 93392 -1,624 <_____> 1511,2 <Интегр-Навиг> 61,8503 -0,415132 -1,56622 -2,62299 1,61324 0 55,76333953180 37,72299728709 167,30880737305 -1,32596 9,33508 0,893793
-628,79797363281 93907 -1,62378 <_____> 1512,61 <Интегр-Навиг> 61,8368 -0,490839 -1,58117 -2,53228 1,55849 0 55,76333621273 37,72300091462 167,33015441895 -0,628289 9,33295 0,715583
-629,24908447266 94435 0 <_____> 1511,6 <Интегр-Навиг> 61,8246 -0,497833 -1,62826 -2,44443 1,50612 0 55,76333240458 37,72300414517 167,51841735840 -0,705706 9,55674 0,261967
-629,70013427734 94994 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,8307 -0,436122 -1,67586 -2,29889 1,43944 0 55,76332912860 37,72300777176 167,54649353027 -0,306779 10,5145 -0,796333
-630,15124511719 95577 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8992 -0,41131 -1,70253 -2,1852 1,37878 0 55,76332500765 37,72301202819 167,74291992188 -0,321156 9,50315 0,285265
-630,60229492188 96199 0 <_____> 1509,98 <Интегр-Навиг> 61,9301 -0,305632 -1,73817 -2,01373 1,29997 0 55,76332173590 37,72301571352 167,77906799316 -0,0376555 9,39742 0,474781
-631,05334472656 96832 0 <_____> 1508,77 <Интегр-Навиг> 61,9364 -0,220219 -1,75798 -2,06417 1,31636 0 55,76331813813 37,72301997804 167,97225952148 -0,0947341 10,0413 -0,631473
-631,50445556641 97448 -1,62378 <_____> 1507,96 <Интегр-Навиг> 61,881 -0,0471561 -1,78297 -2,29754 1,43043 0 55,76331385605 37,72302364423 168,09788513184 0,0139007 9,6433 0,262886
-631,95550537109 97978 -1,624 <_____> 1507,76 <Интегр-Навиг> 61,8745 0,0161919 -1,78201 -2,65961 1,63854 0 55,76331060149 37,72302722242 168,13369750977 0,156384 10,1681 -0,660199
-632,40661621094 98460 0 <_____> 1507,56 <Интегр-Навиг> 61,8397 0,118984 -1,76941 -2,83646 1,73178 0 55,76330722044 37,72302863594 168,18203735352 -0,126674 10,7105 -2,12926
-632,85766601563 98920 -1,624 <_____> 1507,76 <Интегр-Навиг> 61,8225 0,323835 -1,7523 -3,00739 1,81261 0 55,76330389773 37,72303220753 168,21200561523 -0,0227166 9,92873 2,43666
-633,30871582031 99346 -1,62378 <_____> 1508,57 <Интегр-Навиг> 61,824 0,375407 -1,71112 -3,23796 1,92872 0 55,76330055173 37,72303576731 168,20285034180 -0,998956 9,46639 -0,902186
-633,75982666016 99758 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,8722 0,455777 -1,66069 -3,25469 1,9309 0 55,76329725160 37,72303733364 168,22723388672 -0,664704 8,5534 1,17787
-634,21087646484 100166 -1,624 Piket 1509,18 <Интегр-Навиг> 61,897 0,471518 -1,60735 -3,3585 1,99428 0 55,76329386828 37,72304091111 168,25157165527 -0,455001 8,80311 0,993567
-634,66198730469 100564 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,9109 0,422156 -1,53644 -3,37001 2,01261 0 55,76329016918 37,72304403712 168,19488525391 0,39409 10,5231 -0,727334
-635,11303710938 100970 -1,624 <_____> 1508,97 <Интегр-Навиг> 61,92 0,453686 -1,48679 -3,26109 1,94443 0 55,76328681835 37,72304756351 168,21713256836 0,78798 10,758 0,550074
-635,56408691406 101382 -1,62378 <_____> 1508,57 <Интегр-Навиг> 61,9533 0,41635 -1,4042 -3,22026 1,91759 0 55,76328346767 37,72305109684 168,13502502441 -0,337022 8,66048 0,990102
-636,01519775391 101807 -1,62378 <_____> 1508,17 <Интегр-Навиг> 61,991 0,40505 -1,32361 -3,05618 1,80925 0 55,76327971114 37,72305404083 168,15658569336 -0,906155 8,33708 0,891086
-636,46624755859 102235 -1,624 <_____> 1508,37 <Интегр-Навиг> 62,0211 0,42014 -1,25478 -3,20618 1,90286 0 55,76327638932 37,72305754624 168,17797851563 0,102009 11,281 -0,725776
-636,91735839844 102652 -1,62378 <_____> 1508,77 <Интегр-Навиг> 62,0843 0,321016 -1,17849 -3,22777 1,89312 0 55,76327256405 37,72306068912 168,06192016602 -1,17623 8,20803 0,651815
-637,36840820313 103075 -1,624 <_____> 1508,97 <Интегр-Навиг> 62,0932 0,227765 -1,11753 -3,16785 1,86737 0 55,76326919539 37,72306423682 168,08126831055 -0,808901 8,63906 0,951727
-637,81945800781 103499 -1,62378 <_____> 1509,18 <Интегр-Навиг> 62,0887 0,0807819 -1,0763 -3,10216 1,81928 0 55,76326492766 37,72306721876 167,94743347168 -0,96854 8,80525 0,225695
-638,27056884766 103939 -1,62378 <_____> 1509,78 <Интегр-Навиг> 62,0707 -0,070199 -1,05527 -2,94797 1,76905 0 55,76326160474 37,72307073849 167,96575927734 -1,04009 10,1278 -0,61594
-638,72161865234 104383 -1,624 <_____> 1510,39 <Интегр-Навиг> 62,0393 -0,117987 -1,0915 -3,06118 1,81942 0 55,76325753266 37,72307321083 167,81884765625 0,11856 10,0091 1,44709
-639,17272949219 104822 -1,62378 <_____> 1511,2 <Интегр-Навиг> 61,8535 -0,111447 -1,07025 -2,9607 1,80182 0 55,76325421344 37,72307675813 167,83395385742 -0,467028 9,7927 1,06585
-639,62377929688 105270 0 <_____> 1512,21 <Интегр-Навиг> 61,7179 0,0748429 -1,07637 -3,00601 1,82347 0 55,76325090815 37,72308030619 167,84910583496 -0,138935 9,52252 -1,30413
-640,07482910156 105707 -1,62378 <_____> 1511,8 <Интегр-Навиг> 61,644 0,192065 -1,03011 -3,03894 1,86709 0 55,76324688479 37,72308371520 167,68431091309 0,419155 11,2959 -0,629168
-640,52593994141 106154 -1,62378 <_____> 1510,39 <Интегр-Навиг> 61,6777 0,323238 -0,956749 -2,98315 1,79799 0 55,76324356062 37,72308728909 167,69412231445 -0,645937 9,09789 1,29244
-640,97698974609 106596 -1,624 <_____> 1509,18 <Интегр-Навиг> 61,7528 0,34926 -0,870879 -3,03876 1,8313 0 55,76323954175 37,72308936989 167,51779174805 0,349799 10,2821 -1,03351
-641,42810058594 107035 -1,62378 <_____> 1507,96 <Интегр-Навиг> 61,8597 0,306421 -0,784194 -3,02492 1,82539 0 55,76323619448 37,72309293648 167,52282714844 1,02341 10,6992 0,85166
-641,87915039063 107478 -1,624 <_____> 1507,56 <Интегр-Навиг> 61,9071 0,16176 -0,713325 -2,99973 1,80464 0 55,76323245358 37,72309578701 167,34907531738 -0,333977 9,69164 -1,45393
-642,33020019531 107921 -1,62378 <_____> 1507,56 <Интегр-Навиг> 61,9264 0,0580724 -0,674529 -2,94946 1,77734 0 55,76322910997 37,72309934544 167,35098266602 -0,094065 10,0071 -2,15377
-642,78131103516 108377 -1,62378 <_____> 1507,15 <Интегр-Навиг> 61,9557 -0,00388954 -0,65695 -2,92884 1,75732 0 55,76322536518 37,72310227688 167,17213439941 0,745527 9,91112 1,55975
-643,23236083984 108835 0 <_____> 1506,75 <Интегр-Навиг> 61,9506 2,17091e-5 -0,655352 -2,87864 1,72336 0 55,76322203840 37,72310583358 167,17073059082 0,0317052 9,21868 1,71729
-643,68347167969 109307 -1,62378 <_____> 1506,55 <Интегр-Навиг> 61,9315 -0,0180723 -0,666615 -2,78859 1,68247 0 55,76321873402 37,72310938491 167,16937255859 -1,28684 8,31587 0,970503
-644,13452148438 109776 -1,624 Piket 1506,55 <Интегр-Навиг> 61,9502 -0,0347143 -0,682981 -2,84344 1,72843 0 55,76321453124 37,72311339280 166,98002624512 0,589205 10,7714 -1,58715
-644,58563232422 110245 -1,62378 <_____> 1506,55 <Интегр-Навиг> 61,9865 -0,0479016 -0,686713 -2,80547 1,69983 0 55,76321124372 37,72311691802 166,97422790527 -0,833876 9,06355 1,00136
-645,03668212891 110725 -1,624 <_____> 1506,75 <Интегр-Навиг> 61,9975 -0,0282381 -0,701591 -2,72383 1,65712 0 55,76320741724 37,72311977013 166,80114746094 -0,521214 9,73865 0,0441228
-645,48773193359 111212 -1,62378 <_____> 1507,56 <Интегр-Навиг> 61,9743 -0,0534666 -0,721489 -2,71494 1,65239 0 55,76320413258 37,72312331165 166,79125976563 0,723366 10,7662 -1,45163
-645,93884277344 111704 0 <_____> 1507,96 <Интегр-Навиг> 61,992 -0,0381887 -0,725485 -2,69369 1,65185 0 55,76320040329 37,72312717810 166,66976928711 1,52473 10,3886 0,93085
-646,38989257813 112182 -1,624 <_____> 1508,17 <Интегр-Навиг> 61,9642 -0,0824348 -0,730218 -2,80398 1,69921 0 55,76319710085 37,72313074172 166,65765380859 -1,14891 9,11407 1,77054
-646,84100341797 112657 -1,62378 <_____> 1508,17 <Интегр-Навиг> 61,957 -0,0775003 -0,723223 -2,72721 1,66653 0 55,76319300491 37,72313387937 166,56784057617 -0,0185482 10,1261 -1,24635
-647,29205322266 113133 -1,624 <_____> 1507,76 <Интегр-Навиг> 61,9746 -0,0160596 -0,713882 -2,81825 1,7126 0 55,76318967421 37,72313746376 166,55363464355 -0,00344007 10,2287 -1,66893
-647,74310302734 113593 -1,62378 <_____> 1507,56 <Интегр-Навиг> 62,0283 0,0463252 -0,679745 -2,90726 1,74904 0 55,76318537606 37,72313966752 166,47831726074 0,711329 10,1509 1,41361
-648,19421386719 114059 0 <_____> 1506,75 <Интегр-Навиг> 62,0348 0,193793 -0,59549 -2,92025 1,74697 0 55,76318205855 37,72314320994 166,46295166016 -0,871926 8,35834 1,66707
-648,64526367188 114502 -1,624 <_____> 1506,35 <Интегр-Навиг> 62,0564 0,14632 -0,520066 -3,03199 1,8001 0 55,76317794057 37,72314570945 166,42085266113 0,315612 11,039 -1,05294
-649,09637451172 114945 -1,62378 <_____> 1506,35 <Интегр-Навиг> 62,0531 0,138582 -0,39211 -2,94672 1,75554 0 55,76317464950 37,72314918773 166,40588378906 -1,27735 9,0318 0,908509
-649,54742431641 115388 -1,624 <_____> 1507,15 <Интегр-Навиг> 62,0294 0,10965 -0,250481 -3,06942 1,81985 0 55,76317086961 37,72315206679 166,39662170410 -0,861852 8,72857 -0,145131
-649,99847412109 115821 -1,62378 <_____> 1507,56 <Интегр-Навиг> 62,0171 0,0907636 -0,135533 -3,05247 1,81859 0 55,76316754343 37,72315557765 166,38238525391 -0,0962343 10,4287 -1,40234
-650,44958496094 116264 -1,62378 <_____> 1508,17 <Интегр-Навиг> 62,0246 0,143661 -0,0331441 -3,028 1,81108 0 55,76316424178 37,72315907071 166,36764526367 0,201965 9,76509 1,78542
-650,90063476563 116695 -1,624 <_____> 1508,57 <Интегр-Навиг> 62,068 0,0688332 0,0253073 -3,12092 1,84312 0 55,76316056775 37,72316185005 166,36730957031 -0,824023 8,38689 0,646637
-651,35174560547 117127 -1,62378 <_____> 1508,97 <Интегр-Навиг> 62,0826 0,102736 0,0526536 -3,06736 1,8327 0 55,76315723638 37,72316537539 166,35287475586 -0,188933 9,2335 -0,980046
-651,80279541016 117551 -1,624 <_____> 1509,98 <Интегр-Навиг> 62,0996 0,0257278 0,0585466 -3,26907 1,92306 0 55,76315342507 37,72316732331 166,35636901855 0,601866 9,43675 1,24759
-652,25384521484 117955 -1,62378 <_____> 1510,39 <Интегр-Навиг> 62,1178 -0,0498467 0,0648432 -3,28893 1,9495 0 55,76315006886 37,72317083833 166,34390258789 0,153642 9,32852 1,07213
-652,70495605469 118366 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,9638 -0,0468866 0,0945065 -3,23371 1,92732 0 55,76314673464 37,72317436878 166,35083007813 -0,0526952 8,84369 0,663613
-653,15600585938 118772 -1,624 <_____> 1510,39 <Интегр-Навиг> 61,8269 -0,0380584 0,11699 -3,25123 1,93314 0 55,76314309646 37,72317691100 166,33959960938 -0,269197 10,6424 -1,22568
-653,60711669922 119195 -1,62378 <_____> 1509,58 <Интегр-Навиг> 61,7509 -0,0299754 0,159439 -3,02836 1,82352 0 55,76313981277 37,72318040009 166,32786560059 0,299682 9,56368 1,51508
-654,05816650391 119629 -1,624 <_____> 1509,18 <Интегр-Навиг> 61,7515 -0,045954 0,15739 -3,10661 1,86631 0 55,76313572973 37,72318281174 166,33680725098 -0,338795 9,84158 -0,983562
-654,50921630859 120059 0 Piket 1509,18 <Интегр-Навиг> 61,7503 -0,0382781 0,17004 -2,97344 1,80618 0 55,76313239615 37,72318637631 166,32499694824 0,055752 9,5917 -1,52414
-654,96032714844 120499 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,7818 0,0456356 0,12956 -3,10883 1,88759 0 55,76312824314 37,72318969912 166,33450317383 1,04526 11,491 0,199329
-655,41137695313 120923 -1,624 <_____> 1509,58 <Интегр-Навиг> 61,829 0,0644516 0,121944 -3,09377 1,86001 0 55,76312496317 37,72319319844 166,32298278809 -0,760345 9,18246 -1,02928
-655,86248779297 121362 -1,62378 <_____> 1509,78 <Интегр-Навиг> 61,8298 0,117641 0,0981274 -3,00583 1,81471 0 55,76312164004 37,72319675584 166,36526489258 -0,151587 9,98005 -1,47386
-656,31353759766 121785 -1,624 <_____> 1509,58 <Интегр-Навиг> 61,8453 0,191905 0,098796 -3,20174 1,91642 0 55,76311781185 37,72319905441 166,35458374023 -0,803379 7,88717 0,619129
-656,76464843750 122204 -1,62378 <_____> 1508,97 <Интегр-Навиг> 61,8211 0,141117 0,07236 -3,04165 1,83073 0 55,76311449177 37,72320258653 166,34365844727 -1,18652 8,8251 -0,671976
-657,21569824219 122640 -1,624 <_____> 1507,96 <Интегр-Навиг> 61,8739 0,175977 0,0471537 -3,13021 1,87873 0 55,76311020426 37,72320599270 166,41166687012 -0,81172 8,8862 -0,646464
-657,66674804688 123062 -1,62378 <_____> 1507,56 <Интегр-Навиг> 61,9167 0,118538 0,0168465 -3,09488 1,86133 0 55,76310691044 37,72320949455 166,40260314941 1,05628 11,0887 0,167776
-658,11785888672 123492 -1,62378 <_____> 1507,56 <Интегр-Навиг> 61,9141 0,112712 -0,0546696 -3,11842 1,87635 0 55,76310295795 37,72321324189 166,44914245605 -0,528686 9,30272 -0,784482
-658,56890869141 123901 -1,624 <_____> 1507,76 <Интегр-Навиг> 61,9206 0,114411 -0,114056 -3,31219 2,01256 0 55,76309960728 37,72321679361 166,44168090820 -0,758767 9,95574 -0,810687
-659,02001953125 124304 -1,62378 <_____> 1508,17 <Интегр-Навиг> 61,911 0,186861 -0,126658 -3,26227 1,96212 0 55,76309630120 37,72322029370 166,43345642090 1,00805 10,4574 0,0512623
-659,47106933594 124718 -1,624 <_____> 1508,77 <Интегр-Навиг> 61,8948 0,430114 -0,156788 -3,26909 1,93695 0 55,76309212075 37,72322307828 166,47363281250 -0,959271 8,67006 0,415835
-659,92211914063 125123 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,9168 0,428261 -0,136475 -3,27168 1,94524 0 55,76308877907 37,72322661294 166,46591186523 -0,67253 9,35389 -1,13423
-660,37322998047 125531 -1,62378 <_____> 1509,38 <Интегр-Навиг> 61,9285 0,461705 -0,096183 -3,36524 2,00543 0 55,76308454567 37,72323069943 166,49099731445 0,897426 10,1944 0,668073
-660,82427978516 125919 -1,624 <_____> 1509,58 <Интегр-Навиг> 61,9304 0,359878 -0,0688568 -3,46859 2,04989 0 55,76308122189 37,72323420371 166,48464965820 -1,55549 8,4519 -0,361462
-661,27539062500 126305 -1,62378 <_____> 1509,78 <Интегр-Навиг> 61,9333 0,291687 -0,0712261 -3,38568 2,01936 0 55,76307789256 37,72323771506 166,47816467285 0,309582 10,7608 -0,8205
-661,72644042969 126694 -1,624 <_____> 1510,19 <Интегр-Навиг> 61,9211 0,21825 -0,070936 -3,45084 2,07452 0 55,76307356350 37,72324204507 166,46897888184 -0,00417768 9,86797 -0,19166
-662,17749023438 127086 -1,62378 <_____> 1510,39 <Интегр-Навиг> 61,8836 0,215314 -0,0806399 -3,30011 1,98961 0 55,76307022426 37,72324558731 166,46289062500 0,723219 10,7827 -0,978599
-662,62860107422 127493 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8624 0,261369 -0,12059 -3,36727 2,01725 0 55,76306645625 37,72324931998 166,41783142090 0,291243 9,81578 1,3568
-663,07965087891 127885 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,8698 0,168547 -0,141904 -3,3771 2,04349 0 55,76306317885 37,72325281141 166,41166687012 0,984659 10,9348 -0,627348
-663,53076171875 128288 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8759 0,0933478 -0,189616 -3,23331 1,95302 0 55,76305983774 37,72325638351 166,40527343750 0,711576 11,031 -0,05407
-663,98181152344 128690 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,887 0,0668645 -0,252162 -3,34068 1,99716 0 55,76305580392 37,72325959597 166,33869934082 -1,04412 8,52368 0,0578559
-664,43286132813 129100 -1,62378 Piket 1510,59 <Интегр-Навиг> 61,8991 0,0107206 -0,319362 -3,0959 1,88946 0 55,76305245503 37,72326318673 166,33148193359 0,191107 9,1409 1,1392
-664,88397216797 129532 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8837 0,0846727 -0,414533 -3,16376 1,90769 0 55,76304819100 37,72326591214 166,25770568848 -1,15153 8,39683 -0,0304594
-665,33502197266 129952 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,8528 0,0803135 -0,457766 -3,09839 1,88142 0 55,76304487929 37,72326947495 166,24908447266 -0,619151 10,2268 -1,81317
-665,78613281250 130393 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8565 0,223966 -0,512291 -3,03994 1,84928 0 55,76304159077 37,72327302950 166,16062927246 0,64451 10,5226 1,12678
-666,23718261719 130806 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,9057 0,142272 -0,522152 -3,29015 1,97157 0 55,76303745439 37,72327646379 166,15057373047 -1,18207 8,95401 -0,378718
-666,68823242188 131216 -1,62378 <_____> 1510,39 <Интегр-Навиг> 61,9296 0,10911 -0,522525 -3,17052 1,93514 0 55,76303416022 37,72327999015 166,14054870605 0,472905 10,852 -0,357323
-667,13934326172 131625 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,9101 0,0787708 -0,537981 -3,33813 2,00183 0 55,76302982132 37,72328299210 166,05940246582 -0,436397 9,99476 -0,764605
-667,59039306641 132022 -1,624 <_____> 1510,39 <Интегр-Навиг> 61,8891 0,0503392 -0,555411 -3,32286 2,00135 0 55,76302646685 37,72328656717 166,04840087891 -0,498941 10,1247 -0,681899
-668,04150390625 132431 -1,62378 <_____> 1510,39 <Интегр-Навиг> 61,8682 0,127952 -0,585556 -3,2678 1,96696 0 55,76302317081 37,72329009402 165,97811889648 0,388825 9,67554 1,44559
-668,49255371094 132832 0 <_____> 1510,39 <Интегр-Навиг> 61,8874 0,122347 -0,605813 -3,38445 2,02586 0 55,76301937259 37,72329313394 165,96600341797 -1,21147 9,04574 -0,724157
-668,94360351563 133234 -1,62378 <_____> 1510,39 <Интегр-Навиг> 61,901 0,15862 -0,628531 -3,21069 1,9312 0 55,76301601524 37,72329672309 165,95338439941 -1,17985 8,18308 -0,387255
-669,39471435547 133637 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,9163 0,130177 -0,650774 -3,37869 2,04671 0 55,76301253238 37,72329994426 165,89254760742 0,810294 10,2436 0,304307
-669,84576416016 134028 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,9021 0,0988327 -0,683403 -3,41171 2,02637 0 55,76300919172 37,72330351065 165,87947082520 -0,204279 9,01989 0,88864
-670,29687500000 134427 -3,24778 <_____> 1510,19 <Интегр-Навиг> 61,8838 0,11163 -0,697859 -3,3862 2,02345 0 55,76300586840 37,72330648078 165,81768798828 -1,00771 8,77378 0,496325
-670,74792480469 134816 -1,624 <_____> 1510,39 <Интегр-Навиг> 61,8875 0,0493506 -0,695085 -3,37468 2,02919 0 55,76300256720 37,72331000249 165,80462646484 0,723284 10,8802 -0,873397
-671,19897460938 135219 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,9388 0,0433018 -0,707336 -3,18661 1,93775 0 55,76299922209 37,72331357836 165,79081726074 0,512032 11,0298 -0,941313
-671,65008544922 135628 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,9904 0,0698192 -0,721081 -3,382 2,04135 0 55,76299504993 37,72331752948 165,75856018066 -1,21908 9,18228 -0,333985
