Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
710,73724365234 20605 0 <_____> 1480,6 <Интегр-Навиг> 135,639 0,304887 0,448422 0,442225 -0,262051 0 55,75855684766 37,72854031411 168,96098327637 0,0458192 9,78989 -0,0518332
682,35607910156 47425 -1,67739 <_____> 1481,2 <Интегр-Навиг> 135,832 0,923521 -0,0824035 2,97804 -2,75648 0 55,75872313711 37,72824534561 169,16322326660 -0,447971 9,32584 -0,167802
682,14428710938 47609 -1,67739 <_____> 1481,2 <Интегр-Навиг> 135,834 0,904558 -0,0821579 2,99484 -2,77872 0 55,75872458274 37,72824256864 169,16969299316 -0,368515 9,71828 -0,556082
681,93249511719 47791 -1,67739 <_____> 1481 <Интегр-Навиг> 135,842 0,879039 -0,0584818 3,01591 -2,79939 0 55,75872593367 37,72824034920 169,17593383789 0,0119272 9,96594 0,233133
681,72064208984 47973 -1,67739 <_____> 1480,8 <Интегр-Навиг> 135,84 0,855699 -0,0392758 3,0408 -2,81249 0 55,75872729252 37,72823811346 169,18211364746 -0,49183 9,64163 0,289486
681,50885009766 48153 -1,67761 <_____> 1480,6 <Интегр-Навиг> 135,859 0,828131 -0,0554739 3,06013 -2,84011 0 55,75872866074 37,72823586278 169,18814086914 -0,503338 9,32839 -0,520553
681,29705810547 48332 -1,67761 <_____> 1480,4 <Интегр-Навиг> 135,875 0,799156 -0,056162 3,04601 -2,81877 0 55,75873003235 37,72823360820 169,19416809082 -0,508041 9,24176 -0,209932
681,08526611328 48511 -1,67761 <_____> 1480,2 <Интегр-Навиг> 135,889 0,774616 -0,0625867 3,08762 -2,86053 0 55,75873125787 37,72823048276 169,51657104492 -0,0656121 9,86048 -0,224371
680,87347412109 48688 -1,67739 <_____> 1480,2 <Интегр-Навиг> 135,894 0,756525 -0,0787119 3,11316 -2,89442 0 55,75873259677 37,72822827957 169,52536010742 -0,34291 9,3974 -0,119431
680,66168212891 48865 -1,67739 <_____> 1480,2 <Интегр-Навиг> 135,901 0,723923 -0,0816525 3,09797 -2,87427 0 55,75873398919 37,72822598836 169,53454589844 -0,734305 9,45678 0,0859566
680,44989013672 49042 -1,75364 <_____> 1480,2 <Интегр-Навиг> 135,902 0,705339 -0,0897813 3,08879 -2,86517 0 55,75873532770 37,72822378449 169,54335021973 0,0438832 10,1846 -0,250164
680,23803710938 49219 -1,75364 <_____> 1480,2 <Интегр-Навиг> 135,894 0,693964 -0,120173 3,10982 -2,89298 0 55,75873672112 37,72822149139 169,55244445801 -0,443305 9,90523 0,238681
680,02624511719 49395 -1,67761 <_____> 1480,4 <Интегр-Навиг> 135,881 0,711731 -0,119457 3,0981 -2,88699 0 55,75873806150 37,72821927510 169,56121826172 -0,469298 9,33348 -0,0264868
679,81445312500 49573 -1,67761 Piket 1480,8 <Интегр-Навиг> 135,876 0,733223 -0,12039 3,0829 -2,8739 0 55,75873931802 37,72821591098 169,84733581543 -0,151636 9,71025 -0,0617902
679,60266113281 49751 -1,75364 <_____> 1481,2 <Интегр-Навиг> 135,871 0,751796 -0,135666 3,06968 -2,84925 0 55,75874070240 37,72821362477 169,85916137695 -0,138734 9,36605 -0,15868
679,39086914063 49930 -1,75364 <_____> 1481,6 <Интегр-Навиг> 135,854 0,763975 -0,121596 3,07155 -2,85214 0 55,75874207906 37,72821134946 169,87100219727 0,128988 9,74271 -0,146806
679,17907714844 50109 -1,75364 <_____> 1482 <Интегр-Навиг> 135,838 0,765534 -0,116143 3,06978 -2,86713 0 55,75874345860 37,72820907132 169,88279724121 -0,269524 9,40294 0,000220258
678,96728515625 50286 -1,67739 <_____> 1482 <Интегр-Навиг> 135,852 0,781834 -0,123528 3,1033 -2,89382 0 55,75874479159 37,72820686737 169,89411926270 -0,423604 9,529 -0,0398578
678,75549316406 50462 -1,67739 <_____> 1481,8 <Интегр-Навиг> 135,846 0,794519 -0,104757 3,09238 -2,88721 0 55,75874613435 37,72820464564 169,90547180176 0,34516 9,6753 -0,506534
678,54364013672 50637 -1,75386 <_____> 1481,8 <Интегр-Навиг> 135,853 0,810687 -0,108322 3,12475 -2,90962 0 55,75874732537 37,72820153437 170,13108825684 -0,304702 9,51792 -0,0152451
678,33184814453 50812 -1,75386 <_____> 1482,2 <Интегр-Навиг> 135,848 0,815394 -0,112416 3,14009 -2,92743 0 55,75874867725 37,72819929858 170,14445495605 -0,180576 9,9405 -0,130119
678,12005615234 50986 -1,75364 <_____> 1482,4 <Интегр-Навиг> 135,86 0,819468 -0,114791 3,13336 -2,92722 0 55,75875003773 37,72819704841 170,15774536133 0,66772 9,40022 -0,339648
677,90826416016 51161 -1,75364 <_____> 1482,4 <Интегр-Навиг> 135,857 0,832605 -0,125243 3,12611 -2,90506 0 55,75875139339 37,72819480760 170,17103576660 0,271389 10,0535 -0,385049
677,69647216797 51335 -1,75364 <_____> 1482,4 <Интегр-Навиг> 135,859 0,824739 -0,135785 3,13911 -2,9203 0 55,75875279637 37,72819249108 170,18492126465 -0,083063 9,56707 -0,139638
677,48468017578 51511 -1,75364 <_____> 1482,6 <Интегр-Навиг> 135,859 0,827871 -0,159474 3,13447 -2,90503 0 55,75875415018 37,72819025507 170,19827270508 -0,66274 9,38235 -0,443667
677,27288818359 51686 -1,75364 <_____> 1482,8 <Интегр-Навиг> 135,851 0,823608 -0,175901 3,10669 -2,8958 0 55,75875561419 37,72818761561 170,39579772949 0,0630543 10,0296 -0,0163163
677,06103515625 51862 -1,67739 <_____> 1483 <Интегр-Навиг> 135,843 0,824507 -0,186491 3,09136 -2,87563 0 55,75875700634 37,72818531568 170,41160583496 -0,099031 9,24668 -0,519988
676,84924316406 52040 -1,67739 <_____> 1483 <Интегр-Навиг> 135,836 0,838769 -0,202445 3,07426 -2,85823 0 55,75875833902 37,72818311354 170,42671203613 -0,249294 10,0676 -0,538858
676,63745117188 52220 -1,75386 <_____> 1483 <Интегр-Навиг> 135,838 0,837026 -0,225501 3,01456 -2,79188 0 55,75875970537 37,72818085533 170,44258117676 -0,414163 8,64429 -0,639448
676,42565917969 52401 -1,75386 <_____> 1483,2 <Интегр-Навиг> 135,831 0,839193 -0,208941 3,01395 -2,79857 0 55,75876106411 37,72817861326 170,45851135254 0,561541 10,0368 -0,105723
676,21386718750 52582 -1,67739 <_____> 1483,2 <Интегр-Навиг> 135,822 0,850232 -0,218766 3,02993 -2,82481 0 55,75876212269 37,72817560735 170,62605285645 -0,0807636 9,74268 0,145491
676,00207519531 52763 -1,67739 <_____> 1483 <Интегр-Навиг> 135,826 0,845829 -0,211345 3,02733 -2,8178 0 55,75876348152 37,72817336129 170,64343261719 0,0846826 9,86649 -0,41569
675,79028320313 52943 -1,67739 <_____> 1482,8 <Интегр-Навиг> 135,829 0,852667 -0,198488 3,03878 -2,83293 0 55,75876484013 37,72817111515 170,66084289551 0,086071 9,78929 0,0100541
675,57849121094 53124 -1,67739 <_____> 1482,6 <Интегр-Навиг> 135,831 0,854494 -0,192065 3,00498 -2,80515 0 55,75876620058 37,72816886727 170,67817687988 -0,572574 9,556 -0,0177769
675,36663818359 53305 -1,67739 <_____> 1482,4 <Интегр-Навиг> 135,837 0,850223 -0,182493 3,01561 -2,81081 0 55,75876755724 37,72816662626 170,69548034668 -0,264952 9,3731 -0,178423
675,15484619141 53486 -1,67761 <_____> 1482,2 <Интегр-Навиг> 135,838 0,849532 -0,162218 3,02722 -2,82062 0 55,75876848718 37,72816277538 170,84434509277 0,111679 9,97416 -0,0896971
674,94305419922 53667 -1,67761 <_____> 1482 <Интегр-Навиг> 135,836 0,858787 -0,142958 3,0132 -2,81426 0 55,75876984174 37,72816053428 170,86285400391 -0,362046 9,88008 0,23528
674,73126220703 53849 -1,67739 <_____> 1481,6 <Интегр-Навиг> 135,856 0,847379 -0,141255 3,01966 -2,80951 0 55,75877124346 37,72815821693 170,88197326660 -0,455323 9,40127 -0,011299
674,51947021484 54030 -1,67739 <_____> 1481,4 <Интегр-Навиг> 135,857 0,857212 -0,11715 3,0122 -2,81703 0 55,75877259697 37,72815597839 170,90034484863 0,0679328 9,87612 -0,0625197
674,30767822266 54211 -1,67739 <_____> 1481 <Интегр-Навиг> 135,863 0,843421 -0,104502 3,02986 -2,83115 0 55,75877395106 37,72815373774 170,91865539551 0,0439149 9,58212 -0,038614
674,09588623047 54391 -1,67739 <_____> 1480,8 <Интегр-Навиг> 135,867 0,8595 -0,0971394 3,05837 -2,8614 0 55,75877531480 37,72815147743 170,93684387207 -0,0731049 10,3248 0,0355856
673,88409423828 54569 -1,75364 <_____> 1481,2 <Интегр-Навиг> 135,863 0,868612 -0,0903417 3,06579 -2,87318 0 55,75877646927 37,72814795097 171,08155822754 -0,10083 9,95781 -0,236431
673,67224121094 54747 -1,75364 <_____> 1481,2 <Интегр-Навиг> 135,853 0,871538 -0,0861044 3,07843 -2,88373 0 55,75877780068 37,72814574138 171,10029602051 0,308616 10,0383 -0,560605
673,46044921875 54924 -1,75364 <_____> 1481,4 <Интегр-Навиг> 135,825 0,887908 -0,0805464 3,07442 -2,88053 0 55,75877918221 37,72814344785 171,11961364746 -0,0852512 9,91628 0,341173
673,24865722656 55102 -1,67761 <_____> 1481,2 <Интегр-Навиг> 135,814 0,903948 -0,0840106 3,07581 -2,8825 0 55,75878056041 37,72814115736 171,13891601563 -0,702883 9,68247 -0,158773
673,03686523438 55279 -1,67761 <_____> 1481,2 <Интегр-Навиг> 135,793 0,91444 -0,0764788 3,07927 -2,89687 0 55,75878189729 37,72813893468 171,15739440918 -0,177833 9,60516 -0,0356685
672,82507324219 55455 -1,75364 <_____> 1481,2 <Интегр-Навиг> 135,79 0,931751 -0,0657928 3,09618 -2,90056 0 55,75878323535 37,72813670794 171,28678894043 0,0353372 9,62813 -0,438142
672,61328125000 55632 -1,75364 <_____> 1481,2 <Интегр-Навиг> 135,771 0,943933 -0,0477768 3,09835 -2,90724 0 55,75878493440 37,72813352878 171,30712890625 -0,461691 9,51673 -0,435046
672,40148925781 55807 -1,75364 <_____> 1481,2 <Интегр-Навиг> 135,829 0,962388 -0,0378101 3,10217 -2,90885 0 55,75878627354 37,72813130596 171,32650756836 0,129052 10,5521 -0,150515
672,18963623047 55981 -1,75364 <_____> 1481,2 <Интегр-Навиг> 135,866 0,983815 -0,0452249 3,07271 -2,883 0 55,75878761962 37,72812907322 171,34626770020 0,260547 9,85584 -0,0317558
671,97784423828 56159 -1,67761 <_____> 1481 <Интегр-Навиг> 135,848 1,07461 -0,0429548 3,09423 -2,89983 0 55,75878900717 37,72812676560 171,36637878418 1,55113 13,2185 -2,67854
671,76605224609 56335 -1,67761 <_____> 1480,8 <Интегр-Навиг> 135,816 1,0341 -0,0724859 3,08162 -2,89886 0 55,75879039531 37,72812446037 171,38676452637 -0,372401 9,34349 -0,0234537
671,55426025391 56512 -1,67761 <_____> 1480,6 <Интегр-Навиг> 135,815 1,02192 -0,0759265 3,06921 -2,87211 0 55,75879174139 37,72812176884 171,48081970215 0,259023 9,66123 -0,292642
671,34246826172 56690 -1,75364 <_____> 1480,2 <Интегр-Навиг> 135,808 1,01407 -0,111504 3,08537 -2,89707 0 55,75879312368 37,72811947341 171,50183105469 0,0896207 9,82454 -0,103461
671,13067626953 56868 -1,75364 <_____> 1480,2 <Интегр-Навиг> 135,801 0,998825 -0,0988477 3,05679 -2,86656 0 55,75879445188 37,72811726877 171,52229309082 -0,197891 9,71924 -0,252153
670,91888427734 57046 -1,67739 <_____> 1480 <Интегр-Навиг> 135,791 1,00259 -0,084832 3,06214 -2,86455 0 55,75879583241 37,72811497670 171,54351806641 -0,308161 9,78908 -0,411734
670,70709228516 57224 -1,67739 <_____> 1480 <Интегр-Навиг> 135,782 1,00427 -0,0965881 3,07935 -2,86555 0 55,75879720977 37,72811269065 171,56472778320 -0,351202 8,74069 -0,593324
670,49523925781 57401 -1,75386 <_____> 1480 <Интегр-Навиг> 135,779 0,982366 -0,0936474 3,08252 -2,88627 0 55,75879854126 37,72811048200 171,58506774902 -0,0338352 9,82818 -0,12791
670,28344726563 57578 -1,75386 <_____> 1480 <Интегр-Навиг> 135,767 0,971636 -0,0892794 3,07752 -2,88073 0 55,75880014352 37,72810795642 171,67675781250 -0,0671651 9,88957 -0,236304
670,07165527344 57757 -1,67739 <_____> 1480 <Интегр-Навиг> 135,759 0,976102 -0,10684 3,0457 -2,85028 0 55,75880151784 37,72810567445 171,69868469238 0,354319 10,1084 -0,944345
669,85986328125 57936 -1,67739 <_____> 1480 <Интегр-Навиг> 135,747 0,963581 -0,0982355 3,04203 -2,85338 0 55,75880288834 37,72810340093 171,72064208984 -0,268405 9,62682 0,319301
669,64807128906 58115 -1,67739 Piket 1480 <Интегр-Навиг> 135,753 0,967355 -0,119365 3,03893 -2,84211 0 55,75880420618 37,72810121195 171,74174499512 -0,211684 9,93416 -0,17687
669,43627929688 58294 -1,75364 <_____> 1479,8 <Интегр-Навиг> 135,748 0,969131 -0,134117 3,02793 -2,83407 0 55,75880556614 37,72809895430 171,76368713379 -0,16833 10,2702 -0,547106
669,22448730469 58475 -1,75364 <_____> 1479,8 <Интегр-Навиг> 135,747 0,959365 -0,146811 3,01622 -2,82402 0 55,75880655989 37,72809572438 171,83500671387 0,0633202 9,68712 -0,315144
669,01269531250 58657 -1,67739 <_____> 1479,8 <Интегр-Навиг> 135,756 1,03199 -0,24157 2,96133 -2,7291 0 55,75880795232 37,72809340833 171,85823059082 -2,01124 8,73915 -0,796117
668,80084228516 58842 -1,67739 <_____> 1479,8 <Интегр-Навиг> 135,741 0,972373 -0,169635 2,93177 -2,74837 0 55,75880932796 37,72809112084 171,88171386719 -0,0769412 10,102 -0,586144
668,58905029297 59027 -1,67761 <_____> 1479,8 <Интегр-Навиг> 135,747 0,95915 -0,154568 2,95394 -2,76527 0 55,75881065226 37,72808891937 171,90414428711 0,277929 9,78247 -0,288068
668,37725830078 59212 -1,67761 <_____> 1479,8 <Интегр-Навиг> 135,758 0,950462 -0,146292 2,94505 -2,75885 0 55,75881202309 37,72808663833 171,92742919922 -0,0251294 9,46524 -0,144024
668,16546630859 59396 -1,60115 <_____> 1479,4 <Интегр-Навиг> 135,761 0,96091 -0,146863 2,96511 -2,78589 0 55,75881339785 37,72808435238 171,95066833496 -0,124685 9,44068 -0,48425
667,95367431641 59581 -1,60115 <_____> 1479 <Интегр-Навиг> 135,742 1,02113 -0,176393 2,9534 -2,75969 0 55,75881466730 37,72808155464 172,03376770020 0,982158 7,1974 -2,25854
667,74188232422 59763 -1,67739 <_____> 1478,6 <Интегр-Навиг> 135,786 0,958419 -0,112367 2,99527 -2,78969 0 55,75881605156 37,72807926093 172,05751037598 -0,0351563 9,34076 0,12015
667,53009033203 59944 -1,67739 <_____> 1478,6 <Интегр-Навиг> 135,793 0,963751 -0,116046 3,02174 -2,8363 0 55,75881740136 37,72807701644 172,08050537109 -0,0549995 9,83186 -0,663804
667,31823730469 60124 -1,67739 <_____> 1478,6 <Интегр-Навиг> 135,792 0,954327 -0,105393 3,05653 -2,86188 0 55,75881876592 37,72807475099 172,10336303711 -0,244648 9,52091 -0,004709
667,10644531250 60301 -1,67761 <_____> 1478,6 <Интегр-Навиг> 135,807 0,949068 -0,106458 3,05458 -2,85677 0 55,75882008877 37,72807255382 172,12533569336 0,216701 10,0072 0,123163
666,89465332031 60480 -1,67761 <_____> 1478,4 <Интегр-Навиг> 135,824 0,958985 -0,115215 3,04601 -2,8603 0 55,75882157536 37,72806935441 172,19018554688 -0,0615597 9,71208 -0,556424
666,68286132813 60657 -1,75364 <_____> 1478,4 <Интегр-Навиг> 135,844 0,973261 -0,105957 3,08186 -2,86643 0 55,75882294844 37,72806706959 172,21363830566 -0,643093 8,24212 -0,936142
666,47106933594 60835 -1,75364 <_____> 1478,4 <Интегр-Навиг> 135,833 0,944239 -0,113492 3,06359 -2,8609 0 55,75882432711 37,72806478126 172,23683166504 -0,585054 9,36608 0,0542551
666,25927734375 61013 -1,67739 <_____> 1478,6 <Интегр-Навиг> 135,833 0,949797 -0,113452 3,03139 -2,85227 0 55,75882564702 37,72806258617 172,25926208496 -0,160807 9,77467 -0,561
666,04748535156 61191 -1,67739 <_____> 1478,8 <Интегр-Навиг> 135,839 0,944449 -0,111321 3,06766 -2,86933 0 55,75882702055 37,72806030636 172,28260803223 0,348189 9,72578 -0,306473
665,83569335938 61368 -1,75364 <_____> 1479,4 <Интегр-Навиг> 135,844 0,929087 -0,133914 3,06984 -2,8819 0 55,75882840070 37,72805801421 172,30587768555 0,139356 10,116 -0,0748602
665,62384033203 61548 -1,75364 <_____> 1479,8 <Интегр-Навиг> 135,835 0,931662 -0,129339 3,05933 -2,87848 0 55,75882958940 37,72805543474 172,32760620117 -0,0800593 9,47472 -0,434371
665,41204833984 61724 -1,75364 <_____> 1479,8 <Интегр-Навиг> 135,844 0,925475 -0,136169 3,05657 -2,86918 0 55,75883096649 37,72805314617 172,35095214844 -0,217796 9,71664 -0,0589283
665,20025634766 61902 -1,67761 <_____> 1479,8 <Интегр-Навиг> 135,86 0,909369 -0,167445 3,02827 -2,84008 0 55,75883233823 37,72805086770 172,37435913086 -0,378584 9,75679 0,474644
664,98846435547 62085 -1,67761 <_____> 1479,8 <Интегр-Навиг> 135,848 0,88749 -0,164361 3,00341 -2,81425 0 55,75883368973 37,72804863188 172,39804077148 0,188888 8,10564 -0,36749
664,77667236328 62268 -1,67739 <_____> 1480 <Интегр-Навиг> 135,831 0,891768 -0,141052 2,98753 -2,78112 0 55,75883502577 37,72804641333 172,42135620117 0,177678 9,5949 -0,478424
664,56488037109 62452 -1,67739 <_____> 1480,4 <Интегр-Навиг> 135,83 0,86155 -0,156175 2,96736 -2,77228 0 55,75883641161 37,72804411888 172,41271972656 -0,718922 9,24983 0,694257
664,35308837891 62635 -1,67739 <_____> 1480,6 <Интегр-Навиг> 135,828 0,851902 -0,155907 2,96669 -2,78399 0 55,75883733760 37,72804124510 172,43601989746 -0,0689239 9,51083 -0,0273413
664,14123535156 62817 -1,67739 <_____> 1480,8 <Интегр-Навиг> 135,789 0,820884 -0,0972414 3,06269 -2,88555 0 55,75883873674 37,72803891834 172,45962524414 0,656976 10,752 0,168637
663,92944335938 62996 -1,67761 <_____> 1480,8 <Интегр-Навиг> 135,82 0,802195 -0,167689 3,03361 -2,83875 0 55,75884009238 37,72803666448 172,48312377930 -0,232921 10,2762 0,413297
663,71765136719 63175 -1,67761 <_____> 1480,6 <Интегр-Навиг> 135,86 0,794922 -0,192155 3,03924 -2,84338 0 55,75884145761 37,72803439793 172,50634765625 0,0743649 9,86468 -0,407086
663,50585937500 63354 -1,75364 <_____> 1480,2 <Интегр-Навиг> 135,865 0,780743 -0,187883 3,004 -2,81246 0 55,75884276648 37,72803222427 172,52879333496 -0,0105442 9,71985 -0,170343
663,29406738281 63535 -1,75364 <_____> 1480,2 <Интегр-Навиг> 135,862 0,766988 -0,206712 3,00139 -2,80528 0 55,75884412018 37,72802986555 172,53666687012 -0,0533718 10,0043 -0,0845771
663,08227539063 63719 -1,75364 <_____> 1480,2 <Интегр-Навиг> 135,832 0,761472 -0,215323 2,97822 -2,78919 0 55,75884550604 37,72802756353 172,56076049805 -0,452043 9,35039 -0,131279
662,87048339844 63904 -1,67739 <_____> 1480 <Интегр-Навиг> 135,895 0,711202 -0,252431 2,86536 -2,70433 0 55,75884686201 37,72802529038 172,58439636230 0,385937 14,4741 1,08994
662,65869140625 64094 -1,67739 <_____> 1480 <Интегр-Навиг> 135,885 0,738554 -0,259287 2,84031 -2,67646 0 55,75884819875 37,72802307550 172,60879516602 -0,215153 10,3265 0,206033
662,44683837891 64283 -1,60115 <_____> 1480 <Интегр-Навиг> 135,85 0,745865 -0,258171 2,88537 -2,69499 0 55,75884959026 37,72802077038 172,63378906250 -0,00794209 9,41316 -0,186687
662,23504638672 64474 -1,60115 <_____> 1480 <Интегр-Навиг> 135,831 0,73807 -0,262492 2,86642 -2,68247 0 55,75885073318 37,72801807692 172,65359497070 -0,359363 9,60283 0,478338
662,02325439453 64665 -1,60137 <_____> 1479,8 <Интегр-Навиг> 135,816 0,733281 -0,280171 2,87848 -2,6938 0 55,75885210690 37,72801579657 172,67860412598 -0,694595 9,30758 -0,0058827
661,81146240234 64854 -1,60137 <_____> 1479,8 <Интегр-Навиг> 135,738 0,721716 -0,400994 3,10895 -2,65216 0 55,75885346584 37,72801354814 172,70315551758 0,371009 9,70559 0,14209
661,59967041016 65040 -1,60115 <_____> 1479,8 <Интегр-Навиг> 135,769 0,741618 -0,26141 2,94866 -2,73661 0 55,75885482443 37,72801129043 172,72688293457 -0,182062 9,251 -0,46516
661,38787841797 65225 -1,60115 <_____> 1479,8 <Интегр-Навиг> 135,733 0,719799 -0,239827 2,9337 -2,81164 0 55,75885619880 37,72800900175 172,75064086914 1,02892 13,1541 0,573386
661,17608642578 65406 -1,67739 <_____> 1479,6 <Интегр-Навиг> 135,787 0,713162 -0,255136 3,02419 -2,85623 0 55,75885753874 37,72800677025 172,77375793457 -0,680907 9,53135 -0,325122
660,96429443359 65584 -1,67739 <_____> 1479,2 <Интегр-Навиг> 135,815 0,711864 -0,221136 3,02454 -2,84106 0 55,75885918927 37,72800389818 172,76029968262 -0,575153 9,4542 0,157955
660,75244140625 65765 -1,67761 <_____> 1479,2 <Интегр-Навиг> 135,827 0,701903 -0,21426 3,01092 -2,81362 0 55,75886054788 37,72800163788 172,78303527832 -0,274515 9,79588 -0,146497
