Ïóòü 24.07.17_1_out.csv 24.07.17_2_in.csv 24.07.17_3_out.csv 24.07.17_4_in.csv 24.07.17_5_out.csv 24.07.17_6_in.csv 24.07.17_7_out.csv ÑÊÎ
52,09743 1,08167013 1,08064366 1,08137028 1,08136948 1,08241771 1,08193604 1,08190062 0,0005204
52,32296 1,08131788 1,07997638 1,08121486 1,08122703 1,08195678 1,0819692 1,08160898 0,00062511
52,54849 1,081245 1,08049504 1,08108081 1,08105393 1,08184318 1,08176072 1,08160596 0,00044085
52,77402 1,08142937 1,08106272 1,08118277 1,08126048 1,08150358 1,08155767 1,08121506 0,00016971
52,99955 1,08176093 1,0812907 1,08145861 1,08137573 1,08135975 1,08139109 1,08106866 0,0001914
53,22508 1,08186411 1,08167959 1,08144716 1,08150775 1,0813639 1,08122993 1,08142652 0,00019438
53,45061 1,08169678 1,08184751 1,08160208 1,0812167 1,08157417 1,08112257 1,08146513 0,00023882
53,67614 1,08181656 1,08190651 1,08154928 1,08168778 1,08168398 1,0810381 1,08144512 0,00026649
53,90167 1,0818037 1,08218333 1,0818548 1,08176138 1,08184872 1,08100407 1,08124581 0,00037401
54,1272 1,08193732 1,0814245 1,08187982 1,08175959 1,08193813 1,08094087 1,08162852 0,00033474
54,35273 1,08168325 1,08137351 1,08154288 1,08139835 1,08199657 1,0809191 1,08163442 0,00030788
54,57826 1,0816284 1,08177103 1,08150436 1,08150649 1,08195553 1,08090107 1,08150805 0,00030367
54,80379 1,08173462 1,08163733 1,08149332 1,08151536 1,08181239 1,08089173 1,08146837 0,00027835
55,02932 1,08164807 1,08163022 1,08158055 1,08148022 1,08170578 1,08089979 1,08132776 0,00025929
55,25485 1,0814935 1,08191352 1,08140986 1,08132342 1,08165358 1,08090796 1,0815869 0,00028924
55,48038 1,08126209 1,08174617 1,08119224 1,08156288 1,08160789 1,08087279 1,08142178 0,00027454
55,70591 1,0812315 1,08157065 1,08116941 1,08135069 1,08164275 1,08089628 1,08112501 0,00024107
55,93144 1,08111755 1,08138642 1,08090796 1,08115804 1,08144739 1,08090282 1,0810813 0,00019622
56,15697 1,08085389 1,08135297 1,08086984 1,08062573 1,08153298 1,08092311 1,081024 0,00029001
56,3825 1,08091624 1,08143669 1,0805298 1,08092679 1,08137509 1,0809227 1,08089611 0,00028825
56,60803 1,08082586 1,08166508 1,08068153 1,08101501 1,08110494 1,08088573 1,08081444 0,00030066
56,83356 1,08098458 1,08142114 1,08085851 1,08101334 1,08107265 1,08090574 1,0809178 0,00017501
